date_entry,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,expiry_date,nifty_spot_price
2025-05-27 13:31:04,23500,6945300,6499275,23850150,2.65,2025-05-29,24822.30
2025-05-27 13:36:05,23500,6943950,6499275,24134175,2.65,2025-05-29,24823.15
2025-05-27 13:41:05,23500,6930900,6499275,24302475,2.60,2025-05-29,24836.10
2025-05-27 13:46:05,23500,6925575,6499275,24635475,2.60,2025-05-29,24851.15
2025-05-27 15:11:05,23500,6732525,6499275,31653900,1.85,2025-05-29,24837.95
2025-05-27 15:16:05,23500,6867450,6499275,32278575,1.90,2025-05-29,24829.65
2025-05-27 15:21:05,23500,6777825,6499275,33346650,1.95,2025-05-29,24823.05
2025-05-27 15:26:05,23500,6792000,6499275,34501650,2.05,2025-05-29,24820.55
2025-05-27 15:31:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 15:35:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 15:51:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:05:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:10:06,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:15:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:20:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:30:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:35:05,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 16:40:04,23500,6775125,6499275,35324325,1.90,2025-05-29,24826.20
2025-05-27 11:16:05,23500,650550,500550,1205475,22.05,2025-06-05,24910.30
2025-05-27 11:21:05,23500,625275,500550,1242375,21.00,2025-06-05,24897.45
2025-05-27 11:26:05,23500,619875,500550,1293150,18.90,2025-06-05,24984.75
2025-05-27 11:31:05,23500,619425,500550,1345650,18.85,2025-06-05,25055.65
2025-05-27 11:36:05,23500,595500,500550,1434225,20.00,2025-06-05,25015.85
2025-05-27 11:40:05,23500,598650,500550,1494600,20.40,2025-06-05,24972.45
2025-05-27 11:46:05,23500,609375,500550,1549350,21.00,2025-06-05,24964.85
2025-05-27 11:51:06,23500,622650,500550,1609275,20.95,2025-06-05,24916.35
2025-05-27 11:56:06,23500,624375,500550,1623225,20.55,2025-06-05,24966.25
2025-05-27 12:01:06,23500,632100,500550,1665150,20.75,2025-06-05,24931.90
2025-05-27 12:06:05,23500,643575,500550,1684425,20.60,2025-06-05,24955.65
2025-05-27 12:11:06,23500,647400,500550,1700775,20.15,2025-06-05,24943.45
2025-05-27 12:16:05,23500,631350,500550,1774725,20.20,2025-06-05,24947.20
2025-05-27 12:21:05,23500,630750,500550,1791900,20.25,2025-06-05,24925.70
2025-05-27 12:26:06,23500,630525,500550,1827150,22.50,2025-06-05,24889.60
2025-05-27 12:31:05,23500,628950,500550,1882950,24.85,2025-06-05,24820.80
2025-05-27 12:36:05,23500,638625,500550,1907850,23.20,2025-06-05,24864.00
2025-05-27 12:41:05,23500,638400,500550,1924950,23.70,2025-06-05,24857.65
2025-05-27 12:46:05,23500,639525,500550,1950975,22.35,2025-06-05,24874.60
2025-05-27 12:51:05,23500,637350,500550,1959600,23.50,2025-06-05,24846.40
2025-05-27 12:56:05,23500,630675,500550,1987950,23.25,2025-06-05,24846.40
2025-05-27 13:01:05,23500,626550,500550,2002200,23.50,2025-06-05,24828.05
2025-05-27 13:06:05,23500,626250,500550,2024625,24.50,2025-06-05,24811.75
2025-05-27 13:11:05,23500,630675,500550,2060550,22.60,2025-06-05,24827.70
2025-05-27 13:16:05,23500,621375,500550,2103150,21.70,2025-06-05,24843.60
2025-05-27 13:21:05,23500,624525,500550,2120700,22.45,2025-06-05,24824.35
2025-05-27 13:31:05,23500,636225,500550,2230650,21.20,2025-06-05,24822.00
2025-05-27 13:36:05,23500,636750,500550,2309325,22.40,2025-06-05,24823.15
2025-05-27 13:41:06,23500,651600,500550,2339100,22.50,2025-06-05,24833.60
2025-05-27 13:46:05,23500,651450,500550,2389650,22.15,2025-06-05,24850.20
2025-05-27 15:11:05,23500,693600,500550,3090375,20.00,2025-06-05,24837.95
2025-05-27 15:16:06,23500,691650,500550,3135825,19.45,2025-06-05,24831.45
2025-05-27 15:21:06,23500,693525,500550,3192675,20.10,2025-06-05,24822.60
2025-05-27 15:26:06,23500,692175,500550,3235500,20.15,2025-06-05,24820.55
2025-05-27 15:31:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 15:35:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 15:51:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:05:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:10:06,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:15:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:20:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:30:06,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:35:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 16:40:05,23500,699225,500550,3271875,20.10,2025-06-05,24826.20
2025-05-27 11:16:05,23500,286275,140325,467475,45.95,2025-06-12,24909.15
2025-05-27 11:21:06,23500,284250,140325,474750,45.00,2025-06-12,24897.80
2025-05-27 11:26:05,23500,284700,140325,483075,42.35,2025-06-12,24984.10
2025-05-27 11:31:06,23500,282075,140325,523050,40.05,2025-06-12,25060.10
2025-05-27 11:36:05,23500,280800,140325,546450,42.55,2025-06-12,25014.80
2025-05-27 11:40:06,23500,278625,140325,558900,43.90,2025-06-12,24973.05
2025-05-27 11:46:05,23500,277350,140325,575625,44.00,2025-06-12,24964.85
2025-05-27 11:51:06,23500,276825,140325,579450,44.85,2025-06-12,24916.35
2025-05-27 11:56:06,23500,277050,140325,587100,43.00,2025-06-12,24966.25
2025-05-27 12:01:06,23500,276900,140325,591525,44.10,2025-06-12,24931.90
2025-05-27 12:06:06,23500,277275,140325,596625,43.00,2025-06-12,24956.40
2025-05-27 12:11:06,23500,277950,140325,602700,42.70,2025-06-12,24942.55
2025-05-27 12:16:06,23500,278175,140325,611625,43.80,2025-06-12,24948.45
2025-05-27 12:21:05,23500,279675,140325,621675,43.95,2025-06-12,24926.10
2025-05-27 12:26:06,23500,282375,140325,637500,47.10,2025-06-12,24889.25
2025-05-27 12:31:06,23500,285750,140325,655725,51.50,2025-06-12,24820.70
2025-05-27 12:36:05,23500,287250,140325,660075,49.20,2025-06-12,24866.45
2025-05-27 12:41:06,23500,286425,140325,663525,48.90,2025-06-12,24858.70
2025-05-27 12:46:05,23500,286125,140325,665400,48.50,2025-06-12,24874.60
2025-05-27 12:51:05,23500,287250,140325,667575,49.55,2025-06-12,24846.40
2025-05-27 12:56:06,23500,287400,140325,669750,48.55,2025-06-12,24847.20
2025-05-27 13:01:05,23500,287400,140325,673875,49.80,2025-06-12,24828.05
2025-05-27 13:06:05,23500,288075,140325,675675,50.45,2025-06-12,24811.30
2025-05-27 13:11:06,23500,288150,140325,679725,48.25,2025-06-12,24828.00
2025-05-27 13:16:06,23500,288300,140325,683850,46.05,2025-06-12,24844.80
2025-05-27 13:21:05,23500,288525,140325,687300,47.65,2025-06-12,24824.35
2025-05-27 13:31:05,23500,285075,140325,702675,46.00,2025-06-12,24821.70
2025-05-27 13:36:05,23500,284250,140325,706050,48.15,2025-06-12,24823.60
2025-05-27 13:41:06,23500,284625,140325,709575,47.65,2025-06-12,24833.60
2025-05-27 13:46:06,23500,283575,140325,713625,45.50,2025-06-12,24850.60
2025-05-27 15:11:05,23500,284025,140325,795000,46.15,2025-06-12,24837.55
2025-05-27 15:16:06,23500,284175,140325,803100,45.85,2025-06-12,24831.45
2025-05-27 15:21:06,23500,284100,140325,808125,46.20,2025-06-12,24825.10
2025-05-27 15:26:06,23500,281550,140325,812850,46.15,2025-06-12,24820.95
2025-05-27 15:31:05,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 15:35:06,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 15:51:06,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:05:05,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:10:07,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:15:06,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:20:05,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:30:06,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:35:06,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 16:40:05,23500,283275,140325,818550,45.20,2025-06-12,24826.20
2025-05-27 11:16:04,23600,2792250,2673900,8922075,3.80,2025-05-29,24911.45
2025-05-27 11:21:05,23600,2809575,2673900,9123675,3.60,2025-05-29,24896.90
2025-05-27 11:26:04,23600,2801850,2673900,9312825,3.65,2025-05-29,24985.60
2025-05-27 11:31:05,23600,2802225,2673900,9557925,3.95,2025-05-29,25055.65
2025-05-27 11:36:04,23600,2793525,2673900,9784875,3.85,2025-05-29,25014.60
2025-05-27 11:40:05,23600,2790600,2673900,9952575,3.75,2025-05-29,24972.00
2025-05-27 11:46:05,23600,2818200,2673900,10115175,3.65,2025-05-29,24966.35
2025-05-27 11:51:05,23600,2812650,2673900,10193250,3.60,2025-05-29,24916.30
2025-05-27 11:56:06,23600,2776800,2673900,10365300,3.55,2025-05-29,24968.30
2025-05-27 12:01:05,23600,2756325,2673900,10432800,3.60,2025-05-29,24932.55
2025-05-27 12:06:05,23600,2757150,2673900,10507500,3.75,2025-05-29,24956.70
2025-05-27 12:11:05,23600,2758800,2673900,10597125,3.60,2025-05-29,24942.65
2025-05-27 12:16:05,23600,2739000,2673900,10676400,3.75,2025-05-29,24947.20
2025-05-27 12:21:05,23600,2735400,2673900,10725525,3.65,2025-05-29,24925.70
2025-05-27 12:26:05,23600,2721000,2673900,10862850,3.70,2025-05-29,24889.35
2025-05-27 12:31:05,23600,2724150,2673900,11192325,4.15,2025-05-29,24821.05
2025-05-27 12:36:04,23600,2680500,2673900,11408475,4.15,2025-05-29,24864.30
2025-05-27 12:41:05,23600,2696850,2673900,11524500,4.35,2025-05-29,24856.40
2025-05-27 12:46:04,23600,2712225,2673900,11739975,4.15,2025-05-29,24873.70
2025-05-27 12:51:05,23600,2668350,2673900,11825175,4.30,2025-05-29,24846.40
2025-05-27 12:56:05,23600,2681175,2673900,11939625,4.30,2025-05-29,24846.60
2025-05-27 13:01:04,23600,2681400,2673900,11984400,4.20,2025-05-29,24823.10
2025-05-27 13:06:05,23600,2677575,2673900,12053775,4.30,2025-05-29,24811.75
2025-05-27 13:11:05,23600,2706675,2673900,12192750,3.90,2025-05-29,24826.65
